internet,computer,wealth,mean_TestScore
yes,yes,1.046605978,548.8866667
yes,yes,0.58110358,515.251
yes,yes,2.54610274,551.826
yes,yes,1.626085826,471.529
yes,yes,1.630707712,592.12
yes,yes,1.801019848,497.014
yes,yes,1.140438982,515.3203333
yes,yes,1.449407696,531.38
yes,yes,1.751574389,540.0896667
yes,yes,2.952915907,376.0573333
yes,yes,2.599995674,539.4936667
yes,yes,1.877237363,512.932
yes,yes,1.757940383,496.439
yes,yes,2.068565999,528.136
yes,yes,1.626085826,366.912
yes,yes,0.476457107,428.7233333
yes,yes,1.626085826,543.23
yes,yes,1.319035631,542.406
yes,yes,2.778156296,438.9583333
yes,yes,1.656171687,607.2713333
yes,yes,1.225638653,393.794
yes,yes,2.549154929,328.9213333
yes,yes,1.318686809,524.2116667
yes,yes,0.785076999,597.5026667
yes,yes,1.839651837,422.1556667
yes,no,-0.541665877,495.4413333
yes,yes,1.649195255,505.6206667
no,no,-1.170940006,382.8273333
no,no,-0.137294462,413.979
no,no,0.12606583,311.56
no,yes,-0.224935884,372.2636667
yes,no,0.01112912,314.377
no,no,-0.071367183,362.227
no,no,-1.469444072,400.472
no,no,-0.237057433,363.4163333
no,no,0.270826786,237.7946667
no,yes,0.678337595,373.734
no,no,1.143927198,273.465
yes,yes,0.623659813,393.571
no,no,0.468870237,351.9313333
no,no,-0.491609981,371.2206667
no,no,-0.833367923,353.5403333
no,yes,1.854825576,345.5316667
no,yes,-0.105987725,348.419
no,yes,-0.264527133,430.6363333
no,yes,0.672582039,399.9393333
no,no,-0.880458836,387.696
yes,yes,-0.484546344,377.3233333
yes,no,0.392478311,390.44
no,no,-0.362633202,344.8313333
yes,yes,1.296798255,397.6476667
no,no,0.3567241,431.5816667
yes,yes,0.361869218,409.7843333
no,no,-0.491609981,356.3933333
yes,no,0.390123766,376.4603333
no,yes,-0.4660588,353.0686667
yes,yes,1.334819807,302.089
no,no,0.49494465,307.567
yes,yes,-0.217523425,336.621
no,no,0.46389953,313.578
yes,no,1.042158502,361.978
no,no,0.711824467,359.3146667
yes,yes,1.712506372,307.866
yes,yes,0.025256394,352.0863333
yes,yes,0.359253056,277.4226667
yes,yes,1.458564262,275.2803333
yes,no,-1.110419462,344.719
no,no,-1.490024545,327.1513333
yes,no,0.086387376,262.2976667
no,no,-0.728023806,397.2086667
yes,yes,0.064411616,304.87
no,no,-0.540008975,322.017
yes,no,-0.20531467,308.7133333
no,no,-2.203800701,336.8876667
yes,yes,-0.37667327,343.343
yes,no,0.264547997,391.7366667
no,no,-0.551432881,336.141
no,no,-0.916561869,366.98
no,no,-0.118894123,403.0316667
no,no,-0.605413021,337.6343333
no,no,-1.698009412,305.4463333
no,no,-1.393662584,395.1403333
yes,no,-0.127091431,351.1963333
yes,yes,0.184144623,409.3316667
yes,no,0.848649731,373.0213333
no,no,-0.68799653,248.7846667
yes,yes,-0.585094164,359.054
no,no,-0.74215108,290.291
no,no,-0.784358491,368.7933333
no,no,-0.265311981,346.0836667
no,no,-1.177044384,424.5696667
yes,no,-0.940020121,381.1506667
no,no,-1.126290844,309.3996667
no,no,-0.880458836,396.0993333
no,no,-0.789154788,385.6603333
no,yes,-1.326427225,363.361
no,no,-0.061949001,360.448
yes,yes,0.144030142,426.547
no,no,-0.789067582,330.9003333
no,no,-0.423502567,348.209
no,no,-1.393662584,365.7383333
yes,yes,1.580826226,411.1676667
no,no,-1.393662584,325.4693333
no,yes,1.115585445,307.6643333
yes,yes,0.595143649,405.146
yes,yes,1.905230294,339.9126667
yes,no,0.317481672,413.0733333
yes,no,0.888240981,428.6383333
no,yes,0.275623082,388.5773333
yes,yes,1.658439027,373.21
yes,no,-0.115057086,363.7763333
yes,yes,1.530770329,373.2563333
yes,yes,1.219011043,406.187
yes,yes,0.861381719,388.517
yes,yes,0.59531806,452.3566667
yes,no,0.446894478,305.3486667
no,no,-0.728023806,349.2503333
yes,yes,1.240550775,298.1556667
yes,yes,0.38000794,325.3506667
no,no,-0.091250013,370.2326667
yes,yes,0.796500905,386.2053333
yes,yes,1.134596221,330.8943333
yes,yes,0.765804606,467.688
yes,no,1.094830561,445.489
no,no,0.330126454,392.486
yes,no,1.442344059,404.4473333
yes,yes,2.631564027,444.591
yes,no,1.006317085,332.7156667
yes,yes,2.360006428,318.772
yes,yes,1.876626925,375.2686667
no,no,0.237863146,361.6243333
no,yes,-0.047908932,439.5243333
no,no,0.65060628,381.095
yes,yes,1.046605978,421.991
yes,yes,-0.612825479,307.863
yes,no,0.229229812,349.518
yes,no,0.170889403,300.2386667
yes,yes,2.621884228,433.3046667
yes,no,0.336666859,506.7683333
no,no,-1.393662584,306.419
no,no,-0.731075995,314.565
yes,yes,0.527995495,282.4433333
yes,no,0.610579004,439.622
yes,yes,1.390456849,332.2163333
no,no,-1.180881421,308.8806667
no,no,-0.053315667,365.7853333
yes,no,-0.193018709,389.157
no,no,-0.122295134,268.8303333
no,no,-2.317952563,341.473
yes,yes,0.802866899,308.1563333
no,no,-0.158572578,283.7443333
yes,no,-0.940020121,288.7093333
no,no,-1.666702675,310.6773333
no,no,-0.88359823,317.697
no,no,-0.625644672,367.2696667
no,no,-1.698009412,283.029
no,no,-0.511492811,322.833
no,no,-0.540008975,280.994
no,no,-0.411468223,349.9176667
yes,yes,0.633950049,307.7043333
no,no,0.196876611,308.545
no,yes,-0.035438561,335.5116667
no,no,-1.698009412,321.388
no,no,-1.698009412,325.3593333
no,no,-0.264527133,401.177
no,no,-0.188222412,397.766
yes,yes,-0.518818064,306.8203333
yes,no,0.154581994,306.9473333
no,no,-0.571315711,300.008
yes,no,-0.946734936,380.013
yes,no,-0.193018709,336.247
no,no,-0.444083041,434.1903333
yes,no,-0.070582335,318.491
no,no,-0.877145031,273.3176667
no,no,-1.060450771,341.7976667
yes,no,-0.036223409,342.9176667
yes,yes,0.392827133,432.1256667
no,no,-1.393662584,469.204
yes,yes,-0.52117261,337.137
no,no,0.02761094,282.6823333
no,no,-0.551432881,345.1366667
no,no,-1.393662584,287.451
no,no,-0.229208948,318.161
no,no,-1.393662584,355.7503333
no,no,-0.472250383,329.5343333
no,no,-0.657649052,322.606
yes,no,0.203853043,321.3896667
no,no,-1.03263225,302.0026667
yes,yes,0.037290739,305.9053333
no,no,-0.491609981,344.5276667
no,no,-1.06803764,384.6086667
yes,yes,2.132313142,458.9743333
yes,yes,2.708828007,503.9913333
yes,yes,0.918501253,492.2336667
no,no,-1.014493528,374.1753333
yes,yes,0.346608274,460.7156667
no,no,-0.728023806,455.9966667
yes,yes,0.720632212,533.8536667
no,yes,0.968557149,414.665
yes,yes,0.948325498,503.6813333
yes,yes,0.022727438,348.5716667
no,yes,1.432228233,501.6826667
yes,no,1.318686809,466.3596667
yes,yes,1.296798255,531.214
yes,yes,1.135468275,455.5883333
yes,yes,0.412448347,536.548
yes,yes,2.479390613,510.243
no,yes,-0.367429499,504.443
yes,yes,1.594866294,571.659
yes,no,0.256263485,464.4906667
yes,yes,-0.544369245,430.151
yes,yes,0.048801851,378.0646667
no,no,-0.326704579,363.3983333
yes,no,0.190859439,565.1706667
yes,yes,0.867398891,505.765
yes,yes,1.057768268,498.9133333
no,yes,-0.466233211,445.045
yes,yes,0.195917352,563.588
yes,yes,0.611363852,483.3993333
yes,yes,0.434511312,479.8643333
yes,yes,0.350706927,485.169
no,yes,0.290448,436.2573333
yes,yes,1.34101139,444.5093333
yes,yes,0.351142954,446.259
no,no,0.543605261,459.698
yes,yes,1.718872366,459.7193333
yes,yes,1.907410429,512.6633333
yes,yes,0.448376969,561.0616667
yes,yes,0.530873273,508.922
no,yes,0.847254445,490.12
yes,yes,1.563821174,485.6323333
yes,yes,0.931843678,476.0026667
no,yes,0.39003656,475.8903333
yes,no,0.144030142,534.4326667
yes,yes,1.469639347,393.936
yes,no,0.72237632,432.1326667
yes,yes,1.914125245,487.7473333
yes,yes,0.692203253,449.7883333
yes,yes,0.087346635,372.3073333
no,yes,-0.024363476,533.326
no,yes,1.600273029,488.3553333
no,yes,0.093451013,444.253
yes,yes,1.810002003,532.5526667
yes,yes,0.082550338,500.3223333
yes,yes,-0.420275968,531.127
yes,yes,0.481602225,476.3546667
yes,yes,0.022727438,591.4946667
no,no,0.547878325,439.677
yes,yes,-0.187350358,529.481
yes,no,2.618308807,555.2686667
no,yes,0.650083048,520.0513333
yes,yes,1.449407696,460.204
yes,yes,0.908211016,429.2566667
yes,no,-0.418357449,408.1493333
no,yes,0.552064184,454.1956667
no,yes,-0.201216016,506.6566667
no,yes,-0.12255675,435.051
no,yes,0.23742712,464.22
no,yes,0.255914663,537.6136667
no,yes,-0.34336081,446.5526667
no,no,-1.177044384,494.1796667
yes,yes,0.542558796,398.9033333
yes,yes,0.647728502,460.3643333
no,no,-0.306821749,495.8306667
yes,yes,-0.187350358,429.4503333
yes,no,1.318686809,489.6886667
no,yes,0.904635595,437.7953333
yes,yes,-0.311966867,475.3226667
yes,yes,0.813244341,529.6256667
yes,yes,0.76214198,500.915
yes,no,-0.940020121,390.4833333
no,no,-0.178629819,377.014
no,yes,-0.724448385,384.3693333
no,yes,0.05089478,343.9086667
yes,no,-0.541665877,377.133
no,no,-2.203800701,382.1933333
no,no,-1.01161575,314.8593333
no,yes,0.480032528,287.666
no,no,-0.491609981,382.379
no,no,-0.877145031,399.4066667
no,no,0.583981358,358.9783333
yes,yes,0.279983352,349.8753333
yes,yes,-0.551432881,298.1243333
no,no,-1.177044384,327.8186667
no,yes,0.514478659,377.657
no,yes,-0.019392768,331.8333333
no,no,-0.540008975,343.002
yes,yes,0.401896494,325.0206667
no,no,-1.126290844,242.015
no,no,-0.594599552,484.1453333
yes,yes,0.209783009,403.4913333
no,no,-0.781219097,377.3696667
no,no,0.409047336,340.77
no,no,-0.491609981,359.6563333
yes,no,0.080195793,432.568
no,no,-0.998098913,324.6666667
no,no,-0.362633202,281.4656667
yes,yes,0.758043326,357.829
yes,yes,0.308412311,355.1106667
no,no,-1.868234342,320.974
yes,yes,0.44855138,542.8786667
yes,yes,0.342248004,580.1393333
yes,no,1.197035283,435.7376667
yes,yes,-0.538875305,503.514
yes,no,0.513955426,553.378
yes,no,0.871323134,494.657
no,yes,-0.00666078,511.0626667
no,yes,0.093451013,425.9503333
no,yes,1.305344384,453.5226667
yes,yes,1.643352494,485.9833333
yes,yes,1.46144204,587.609
yes,yes,0.249635875,525.3423333
yes,yes,0.053598147,481.8073333
yes,yes,0.47715475,523.181
yes,yes,0.241525773,531.0033333
yes,no,-0.284235552,567.855
yes,no,0.220073246,611.008
yes,yes,0.209783009,590.2216667
no,no,-0.873220788,522.6173333
yes,yes,0.159814318,572.2463333
yes,no,-0.165287393,548.7513333
no,yes,0.290448,502.9393333
no,yes,-0.023491422,448.8966667
yes,yes,-0.594948373,388.671
yes,yes,0.434511312,528.9113333
yes,yes,0.004675921,558.2103333
yes,yes,0.76781033,575.6016667
yes,yes,1.168780736,556.74
no,yes,-0.258771577,485.8723333
no,no,-0.264527133,488.419
yes,yes,1.721575733,574.2513333
yes,yes,0.159552702,494.9846667
no,yes,0.569592468,577.2123333
yes,yes,1.028118434,538.5633333
yes,no,0.361694807,534.2083333
yes,yes,0.299430155,528.5453333
yes,yes,0.765804606,580.696
yes,yes,1.501730933,512.2006667
no,yes,0.447243299,472.8386667
yes,yes,-0.06500119,619.8773333
yes,yes,0.347480328,559.0746667
yes,no,-0.657474642,445.977
yes,no,0.170889403,349.9663333
no,no,-0.150724093,338.2706667
yes,no,-0.230342618,459.6183333
no,yes,-0.063431492,340.759
no,no,-1.19605516,364.1883333
no,yes,0.179609943,429.3396667
no,no,-0.326704579,505.8853333
yes,no,-1.083734611,427.0536667
no,yes,-1.450084475,345.82
no,no,0.283384363,353.1013333
no,no,-2.317952563,317.912
no,no,-2.317952563,446.1263333
no,no,-0.781219097,384.6716667
no,no,-1.698009412,369.4366667
no,no,-1.698009412,396.6836667
no,no,-4.190252389,397.6236667
no,no,-1.19605516,296.0493333
no,no,-2.317952563,311.152
no,no,-0.639074303,373.7246667
yes,no,-0.78627701,385.7733333
no,no,-0.324001212,341.0843333
no,no,-0.877145031,385.028
no,no,-0.96426322,412.6996667
yes,no,-0.541665877,366.3303333
no,no,-0.877145031,389.003
no,yes,-1.06803764,333.476
no,no,-0.744244009,328.597
yes,no,0.090747646,369.2026667
yes,no,-0.541665877,337.832
no,yes,-0.598959822,390.3076667
no,no,-0.179501873,431.1203333
no,no,-0.369260812,416.4623333
yes,yes,1.182035956,414.6233333
no,yes,-0.045554386,402.193
no,no,-1.698009412,401.862
no,no,-0.842262873,336.2393333
no,yes,0.229055402,344.2016667
yes,no,0.043831143,401.4093333
no,no,-1.393662584,341.4776667
no,no,-0.414607617,406.2353333
yes,yes,-0.298624442,427.843
no,no,-0.174967192,347.3623333
yes,no,-0.792381387,322.8276667
no,no,-0.744244009,398.7973333
no,no,-1.039783092,361.049
no,no,-0.877145031,326.9186667
yes,no,0.061185017,449.6656667
no,no,-0.290863162,312.711
no,no,-1.039783092,332.178
no,no,-1.259191865,372.634
no,no,-1.393662584,427.381
no,no,-1.490024545,376.769
no,no,-0.734040978,380.1703333
no,no,-0.264527133,340.8846667
no,no,-1.642721192,378.741
no,no,-0.877145031,419.1856667
no,no,-0.592332212,427.7836667
no,yes,-0.24412107,274.6713333
yes,no,1.31659388,297.3913333
no,no,2.920737116,302.797
no,no,-1.393662584,345.4833333
no,no,0.130862127,352.4333333
yes,no,0.44855138,342.3693333
no,yes,-1.148789836,342.8333333
yes,no,0.190859439,426.8923333
no,no,0.566191458,308.4126667
no,no,-0.728023806,309.7313333
no,no,-0.298362826,425.0156667
yes,yes,-0.014683677,382.6216667
no,no,-1.039783092,358.6403333
yes,no,-0.33028,356.9433333
no,no,-0.411468223,277.4343333
no,no,-1.393662584,326.83
no,no,0.372333865,305.4213333
yes,no,0.242310622,297.935
yes,no,-0.733866567,410.081
yes,no,1.047826853,356.4776667
no,no,-0.048868191,314.7933333
no,yes,0.616683381,396.6523333
yes,no,-0.940020121,357.194
yes,no,-0.570792479,332.2293333
yes,yes,3.554807542,346.9833333
no,no,-0.040060447,328.832
yes,no,-0.940020121,293.7466667
yes,no,-0.306821749,459.7663333
yes,no,-0.975338305,377.532
yes,no,-0.210459788,249.5503333
no,no,-0.491609981,339.1933333
no,yes,-1.051119793,245.505
no,no,0.035633836,353.2956667
yes,yes,1.496760225,333.5203333
no,no,0.802605283,268.5076667
yes,no,0.195481325,349.7673333
yes,no,0.298994128,283.6243333
no,no,-0.410160142,289.3816667
no,no,0.577615364,344.1093333
no,no,-0.873220788,376.4226667
no,no,0.565929842,374.5486667
no,no,-2.164383863,490.711
yes,no,-0.541665877,390.1053333
yes,yes,0.949720784,416.4533333
yes,yes,0.024122724,276.295
no,no,-0.237057433,267.8553333
no,no,-0.237057433,376.959
yes,yes,0.484305592,356.506
no,no,-1.383459553,389.8813333
yes,no,0.048801851,299.3183333
yes,yes,0.662204597,234.1593333
yes,yes,-0.385655426,372.314
no,no,-0.029159772,319.165
no,no,0.599155097,405.708
yes,no,1.078959179,375.358
no,no,0.337626118,336.1766667
yes,yes,1.550129927,294.946
no,no,-0.482627825,314.806
yes,no,1.544897603,282.4566667
no,yes,0.552064184,439.8353333
yes,no,0.686622108,290.6976667
no,no,-0.915428199,387.932
yes,yes,0.906466908,310.942
yes,yes,0.108886368,262.114
no,yes,0.615113684,271.0183333
yes,yes,0.358904234,220.754
yes,yes,0.649298199,316.881
no,no,-0.505911665,337.285
yes,yes,0.853358823,375.945
yes,no,-1.269394897,215.1466667
no,no,-1.081467271,343.9003333
yes,no,-0.657474642,388.5853333
no,no,-0.14584059,349.9513333
yes,yes,-0.433967215,292.3446667
yes,yes,0.577789775,364.1706667
yes,yes,0.245101194,356.8343333
no,no,-0.248742956,290.8456667
no,yes,-0.371876974,346.4646667
yes,yes,-0.311966867,289.719
yes,yes,1.738144758,316.6266667
no,no,-1.043358513,411.6636667
no,no,-1.393662584,498.6323333
yes,no,1.885260259,493.117
yes,no,1.026810353,408.8276667
no,no,-0.201739249,278.3166667
no,no,-0.362633202,370.7426667
yes,yes,1.368306679,463.4473333
yes,yes,0.918501253,491.2596667
yes,yes,1.283107008,462.1116667
no,no,-0.860488801,398.551
yes,yes,2.0346431,387.5563333
yes,yes,1.267410037,388.1683333
no,yes,0.243967524,400.4483333
yes,no,-0.193018709,304.1063333
yes,yes,1.286682429,575.7426667
no,no,-1.191171657,497.644
yes,yes,0.481340609,389.9766667
yes,no,0.138100175,392.26
no,no,-0.472250383,516.476
no,no,0.042610268,428.2946667
yes,no,-0.348854749,431.7296667
no,no,-0.019392768,353.4533333
yes,no,1.182035956,424.5086667
yes,no,1.094830561,331.982
yes,yes,0.170889403,455.9593333
yes,yes,0.559127821,433.0576667
yes,no,0.15902947,370.116
no,no,-0.237057433,423.635
yes,yes,0.658977998,593.6143333
yes,no,-0.541665877,506.0086667
no,no,-1.177044384,580.2533333
no,no,-0.287898179,406.399
yes,yes,0.346346658,435.0083333
yes,yes,1.140438982,378.029
yes,yes,1.375370316,362.5536667
yes,yes,1.219011043,482.7323333
no,yes,0.469916702,408.6306667
yes,yes,1.179506999,431.7356667
no,yes,-0.482627825,376.2013333
no,no,-0.491609981,404.6206667
yes,yes,1.632887846,431.1433333
no,no,0.03423855,356.3823333
yes,no,1.523881103,247.4773333
yes,yes,0.819784746,313.0736667
yes,no,0.918850074,413.7283333
yes,no,1.445134632,282.209
yes,yes,1.343453141,406.4513333
yes,yes,1.521439352,464.836
yes,yes,2.957799409,344.4416667
yes,yes,1.074598909,357.3443333
yes,yes,1.64038751,394.0086667
yes,yes,1.488301302,424.5046667
yes,no,1.030472979,299.7873333
no,yes,0.684878,354.1856667
yes,yes,0.178825094,435.9723333
no,yes,-0.451146678,358.097
yes,yes,1.390456849,396.737
yes,yes,0.888764213,387.4833333
no,yes,0.835132895,353.8226667
no,no,-0.118894123,406.7393333
yes,yes,0.653309647,384.666
yes,no,0.997334929,517.4946667
yes,yes,1.999150504,295.726
yes,yes,0.240566514,355.57
no,yes,0.752985413,392.1043333
yes,yes,-0.052181996,473.1083333
yes,yes,1.289298591,493.4496667
no,yes,0.469916702,368.2833333
yes,yes,0.415674946,452.0546667
no,yes,0.082201517,341.0256667
no,yes,0.904635595,409.4613333
no,no,-0.42951974,421.8663333
no,no,-0.098836883,428.612
no,no,-0.605413021,555.4903333
yes,yes,-0.311966867,438.791
yes,yes,1.604110066,462.9126667
yes,no,0.670750726,397.6916667
yes,no,-0.541665877,320.362
no,yes,0.66839618,279.2766667
no,no,-1.014493528,517.5786667
yes,no,-0.940020121,460.7416667
yes,no,-0.695321783,437.9996667
yes,yes,0.170889403,492.993
no,no,-0.298362826,411.1883333
yes,no,-0.812700244,389.53
no,no,-0.948130222,445.65
yes,no,-0.193018709,412.328
yes,no,-0.541665877,337.03
no,yes,1.010502944,476.0346667
yes,no,-0.657474642,432.3516667
yes,yes,0.512385729,394.507
yes,yes,0.709905948,381.58
yes,no,-0.940020121,325.7636667
yes,no,0.802430872,436.142
yes,no,0.602032875,406.7856667
yes,yes,0.707900224,401.2876667
yes,yes,-0.439373949,394.1433333
yes,no,-0.446001559,411.0753333
yes,no,0.44855138,372.8753333
no,no,-0.589541639,347.397
yes,yes,0.210044626,373.6933333
yes,yes,0.275448672,430.2306667
yes,no,0.71688238,332.9476667
yes,no,0.786908312,360.2933333
yes,yes,1.283107008,443.2166667
no,yes,-0.490999543,360.7023333
no,no,-1.143383101,345.969
no,no,0.073829799,364.8013333
no,no,0.355590429,358.751
no,no,-0.877145031,316.452
no,no,-0.934613386,388.2373333
no,no,-0.728023806,367.3956667
yes,no,-0.78627701,329.522
no,no,-0.421235227,320.9963333
no,no,-0.339610978,332.94
no,no,-0.766655796,330.492
no,no,-0.734040978,346.3776667
yes,no,-0.940020121,424.6546667
no,no,-0.019392768,366.3183333
no,no,-0.589541639,317.6746667
no,no,-1.18506728,432.3983333
no,no,-0.362633202,439.0446667
yes,yes,-1.000191843,355.2536667
no,no,-1.642721192,400.1713333
no,no,-1.789749487,267.3936667
no,yes,-0.140695472,335.5586667
no,no,-0.811043342,240.1053333
yes,no,-0.940020121,301.3223333
no,no,-0.799270613,340.6886667
yes,yes,-0.343709631,279.5043333
no,no,-0.877145031,344.4156667
yes,no,-0.649887772,459.7103333
yes,no,0.298994128,413.1613333
no,no,-0.877145031,294.3083333
no,no,-1.393662584,330.062
no,no,-0.96312955,305.5966667
yes,yes,0.48831704,275.329
no,no,-0.877145031,380.48
no,no,-1.060450771,295.464
no,no,-1.039783092,341.3396667
no,no,-0.728023806,370.3096667
no,no,-0.362633202,341.3423333
yes,no,-0.747034582,321.9126667
yes,no,-0.173659111,386.6853333
yes,no,-0.940020121,479.6343333
no,no,-1.177044384,392.8883333
yes,no,-0.228162483,332.6056667
no,no,-1.490024545,228.3276667
no,no,-1.642721192,344.8573333
yes,no,-0.284235552,435.2816667
yes,yes,1.623382458,340.3093333
no,yes,-0.695845015,326.468
no,no,0.762229185,364.1873333
yes,no,-0.284235552,448.9466667
no,no,-0.728023806,376.4976667
no,no,0.129030814,413.095
no,no,-0.137294462,326.6976667
yes,yes,0.024122724,260.9866667
no,yes,-0.35679044,367.2353333
yes,yes,-0.192495477,329.074
no,no,-0.713634916,442.514
yes,yes,0.350706927,449.394
yes,yes,0.035285014,450.8516667
yes,no,1.405281766,405.8243333
yes,no,-0.317809629,376.2636667
no,no,-0.437368225,416.2736667
no,no,0.397100197,302.3433333
yes,no,-0.075117015,397.2233333
yes,no,0.481166198,461.9303333
yes,yes,0.229753045,420.3163333
no,yes,0.574999203,380.919
yes,no,1.094830561,524.469
no,yes,0.236380655,433.7046667
yes,yes,0.918762869,445.5513333
yes,yes,1.269851788,493.9083333
yes,yes,2.12969698,497.9336667
yes,yes,0.492938926,480.5703333
yes,no,1.021665235,506.2046667
yes,yes,1.694542061,564.8663333
yes,yes,-0.247609286,392.831
yes,yes,1.860581132,451.0636667
yes,yes,0.491805256,493.321
yes,yes,0.870974312,460.2523333
yes,yes,1.267410037,464.954
yes,yes,0.588080012,479.076
no,no,0.62200291,497.2023333
yes,no,0.662204597,466.146
no,no,-0.362109969,427.3166667
yes,yes,1.968105384,545.365
yes,yes,1.551263597,570.7286667
yes,yes,1.853866317,489.39
no,yes,1.526933292,498.1883333
yes,yes,0.895915055,557.289
yes,yes,1.603499628,445.401
yes,yes,-0.127440252,535.102
yes,yes,-0.030729469,558.531
yes,yes,1.603150807,466.5906667
yes,yes,1.716256204,397.943
yes,yes,1.437634968,477.141
yes,yes,1.615010741,523.7256667
yes,yes,0.780629523,477.6516667
yes,yes,1.876975746,393.4796667
no,no,-4.190252389,387.5946667
yes,yes,1.318686809,519.5503333
yes,yes,2.075891252,319.0386667
yes,yes,0.93995378,410.352
yes,no,-0.048170548,372.8436667
no,no,-1.450084475,366.115
no,no,-1.191171657,478.1423333
no,yes,-1.039783092,342.2796667
no,yes,-0.485592808,480.9223333
no,no,-1.393662584,396.6403333
no,no,-1.393662584,349.8926667
yes,no,-1.110419462,384.674
no,yes,-1.191171657,525.7816667
no,no,-0.74555209,374.0856667
yes,yes,-0.109475941,435.7706667
no,no,-0.99400026,390.1773333
no,no,0.447504915,317.3323333
yes,yes,-0.030729469,407.016
no,no,-1.177044384,486.2623333
yes,yes,1.735964623,351.645
yes,no,-1.083734611,408.8856667
no,yes,-0.260341274,438.2866667
no,no,-1.642721192,409.9726667
no,no,-1.250471326,338.2126667
yes,yes,-0.7974393,467.1913333
no,no,-1.477902995,387.8383333
yes,no,-1.083734611,465.917
no,yes,-1.177044384,410.813
no,no,-1.365495242,379.0236667
yes,no,0.279983352,531.934
no,yes,-0.798660176,370.053
no,no,-2.203800701,402.555
no,no,-0.589541639,436.7783333
no,yes,-0.596866892,486.5216667
no,yes,0.2419618,434.718
no,no,-4.196531177,359.9296667
no,yes,0.093451013,458.433
no,no,-0.880458836,379.407
yes,no,-0.374667546,356.3493333
no,no,-1.393662584,477.059
no,no,-0.911155135,329.436
no,no,-0.707966565,335.258
yes,no,-0.940020121,336.0743333
no,yes,-0.395596841,437.62
no,no,-1.642721192,307.4913333
no,no,-1.19605516,369.5223333
no,yes,-0.264527133,443.6526667
yes,no,-0.522044663,376.832
yes,no,1.442344059,406.925
no,yes,0.270826786,357.9446667
no,no,-0.242202552,371.3286667
no,yes,-0.12255675,341.1093333
no,yes,-0.264527133,454.93
no,yes,-0.264527133,429.4313333
yes,no,-0.975338305,325.8336667
no,no,-0.651544675,312.0236667
no,yes,-0.259294809,436.9876667
no,no,-0.74555209,392.616
no,no,-0.390451723,374.1236667
no,no,-1.698009412,392.0626667
yes,yes,1.590069998,421.7133333
no,no,-1.19605516,442.194
no,no,0.055778282,319.173
no,no,-0.264527133,363.9223333
no,no,-0.728023806,355.0683333
yes,yes,0.950680043,337.9423333
no,yes,1.338395228,359.561
yes,no,-0.22537191,460.1683333
no,no,-0.65939316,417.528
no,yes,-0.12255675,458.679
no,no,0.146471893,457.4806667
yes,yes,0.249635875,421.651
yes,no,-0.41303792,391.4103333
yes,yes,2.229634363,477.8576667
yes,yes,0.750456457,478.8126667
no,no,-0.491609981,300.7006667
no,yes,1.644922191,368.8696667
no,no,0.186499169,361.7636667
no,no,-0.831536609,334.7566667
no,no,-0.118894123,384.402
no,no,-1.393662584,397.508
no,no,0.469480675,356.1313333
yes,no,0.487008959,330.5713333
no,no,-1.039783092,335.048
no,no,-0.415479671,400.1
yes,yes,0.560784723,436.159
yes,yes,0.890682732,428.173
no,no,-1.393662584,372.1543333
yes,no,0.415674946,340.4416667
no,no,-0.88359823,390.7683333
no,yes,0.23742712,363.2663333
no,yes,0.547878325,410.0503333
no,no,-1.698009412,452.865
yes,yes,-0.273160467,354.8363333
no,no,-0.362633202,322.5216667
no,yes,0.339021404,399.6396667
yes,yes,1.984587204,345.367
yes,no,1.094830561,354.985
no,no,-1.393662584,433.8316667
no,yes,0.173592771,416.0936667
yes,yes,0.588080012,377.0543333
no,no,-0.00666078,450.729
no,yes,0.142896472,415.2336667
no,no,-0.20435541,449.083
yes,yes,1.656171687,473.826
no,no,0.753072619,505.0456667
yes,yes,0.853358823,423.786
yes,yes,0.890682732,403.5553333
yes,yes,1.190320468,420.8756667
no,yes,-0.063431492,301.9886667
yes,yes,-0.114621059,380.3313333
yes,yes,1.276566603,410.2956667
yes,yes,2.19370574,400.565
no,yes,0.939081726,480.371
no,yes,-0.520300556,369.9866667
no,yes,0.669704261,305.515
yes,yes,2.123243781,588.7153333
no,no,-0.877145031,443.6003333
yes,yes,2.561363685,370.2706667
yes,yes,0.605869912,389.4363333
yes,no,2.70499097,371.2546667
yes,no,0.297337226,418.5976667
no,no,-0.12255675,307.2773333
yes,no,-0.522044663,510.084
yes,yes,1.002567253,448.6703333
yes,yes,1.09238881,411.536
yes,yes,1.390456849,432.0956667
yes,no,1.566873363,382.5516667
yes,yes,2.099959941,469.4606667
yes,yes,2.657202413,475.8436667
no,no,0.099293774,432.4876667
no,no,-0.023753038,333.0603333
yes,yes,2.010661617,378.475
yes,yes,0.25085675,382.133
yes,no,-0.77869014,312.678
no,no,-1.014493528,353.4056667
yes,no,0.333178643,429.2436667
no,no,-1.490024545,358.8973333
yes,yes,0.41314599,476.2116667
no,yes,-1.789749487,353.5433333
no,yes,-0.291822421,322.7696667
no,yes,-0.264527133,425.4053333
no,no,-0.605413021,391.6513333
no,no,0.637699881,470.6146667
no,no,-0.605413021,317.7616667
no,no,-0.196070898,400.158
no,no,0.49381098,444.2026667
no,no,-0.89798712,388.5803333
no,no,-0.46265779,310.5153333
no,no,0.36448538,247.1153333
no,no,-0.559019751,356.8866667
